IP 地址,平均延迟,下载速度(MB/s),地区码
144.31.141.157,,,
144.31.142.87,,,
144.31.142.208,,,
144.31.143.6,,,
144.31.152.127,,,
144.31.155.232,,,
144.31.156.174,,,
144.31.159.91,,,
144.31.164.87,,,
144.31.168.189,,,
144.31.170.4,,,
144.31.170.30,,,
144.31.171.82,,,
144.31.180.63,,,
144.31.180.241,,,
144.31.182.64,,,
144.31.182.130,,,
144.31.182.202,,,
144.31.183.67,,,
144.31.183.93,,,
144.31.183.229,,,
144.31.183.235,,,
144.31.184.200,,,
144.31.185.137,,,
144.31.185.206,,,
144.31.186.212,,,
144.31.188.50,,,
144.31.188.170,,,
144.31.189.10,,,
144.31.192.63,,,
144.31.192.102,,,
144.31.192.167,,,
144.31.192.220,,,
144.31.192.227,,,
144.31.192.252,,,
144.31.197.28,,,
144.31.197.80,,,
144.31.197.83,,,
144.31.197.204,,,
144.31.198.2,,,
144.31.198.211,,,
144.31.199.60,,,
144.31.199.154,,,
144.31.199.241,,,
144.31.200.207,,,
144.31.203.40,,,
144.31.205.106,,,
144.31.205.230,,,
144.31.207.208,,,
144.31.212.58,,,
144.31.213.4,,,
144.31.213.127,,,
144.31.213.160,,,
144.31.214.124,,,
144.31.214.138,,,
144.31.216.8,,,
144.31.216.92,,,
144.31.217.77,,,
144.31.217.95,,,
144.31.218.10,,,
144.31.218.65,,,
144.31.218.72,,,
144.31.219.68,,,
144.31.220.6,,,
144.31.220.31,,,
144.31.220.217,,,
144.31.224.58,,,
144.31.224.75,,,
144.31.226.65,,,
144.31.226.131,,,
144.31.226.176,,,
144.31.227.119,,,
144.31.228.16,,,
144.31.228.136,,,
144.31.228.185,,,
144.31.229.7,,,
144.31.230.94,,,
144.31.230.112,,,
144.31.232.73,,,
144.31.232.93,,,
144.31.233.89,,,
144.31.233.163,,,
144.31.234.82,,,
144.31.239.65,,,
144.31.239.123,,,
144.31.240.86,,,
144.31.242.20,,,
144.31.243.69,,,
144.31.243.120,,,
144.31.243.234,,,
144.31.244.132,,,
144.31.244.223,,,
144.31.245.33,,,
144.31.245.91,,,
144.31.245.192,,,
144.31.245.201,,,
144.31.246.213,,,
144.31.246.245,,,
144.31.247.46,,,
144.31.247.190,,,
144.31.248.39,,,
144.31.248.94,,,
144.31.248.164,,,
144.31.249.101,,,
144.31.250.113,,,
144.31.251.97,,,
144.31.252.52,,,
144.31.252.129,,,
144.31.253.124,,,
144.31.253.160,,,
144.31.253.197,,,
144.31.254.59,,,
144.31.254.128,,,
144.31.254.202,,,
144.31.255.156,,,
144.34.161.46,,,
144.34.183.71,,,
144.34.226.35,,,
144.34.237.48,,,
144.48.4.159,,,
144.91.67.143,,,
144.91.77.167,,,
144.91.81.243,,,
144.91.85.183,,,
144.91.90.91,,,
144.91.116.209,,,
144.91.124.149,,,
144.124.224.75,,,
144.124.226.215,,,
144.124.232.187,,,
144.124.233.74,,,
144.124.235.197,,,
144.124.237.204,,,
144.124.238.55,,,
144.124.239.32,,,
144.124.239.222,,,
144.124.244.223,,,
144.124.244.251,,,
144.124.245.51,,,
144.124.255.136,,,
144.126.139.22,,,
144.126.193.72,,,
144.126.193.181,,,
144.126.199.79,,,
144.126.199.82,,,
144.126.201.81,,,
144.126.210.52,,,
144.126.212.191,,,
144.126.221.198,,,
144.126.224.101,,,
144.126.224.204,,,
144.126.226.76,,,
144.126.226.250,,,
144.126.227.116,,,
144.126.227.160,,,
144.126.230.21,,,
144.126.237.116,,,
144.126.239.205,,,
144.168.61.162,,,
144.172.88.236,,,
144.172.94.126,,,
144.172.97.63,,,
144.172.98.77,,,
144.172.98.87,,,
144.172.102.232,,,
144.172.103.65,,,
144.172.103.237,,,
144.172.105.106,,,
144.172.108.57,,,
144.172.110.87,,,
144.172.111.252,,,
144.172.115.141,,,
144.202.11.133,,,
144.202.19.5,,,
144.202.29.75,,,
144.202.59.138,,,
144.202.66.200,,,
144.202.72.104,,,
144.202.103.142,,,
144.202.106.117,,,
144.202.106.129,,,
144.202.108.119,,,
144.202.111.154,,,
144.202.121.68,,,
144.202.122.49,,,
144.202.123.69,,,
144.202.126.90,,,
144.217.12.20,,,
144.217.92.9,,,
144.217.93.183,,,
144.217.162.188,,,
144.225.6.21,,,
144.225.6.103,,,
144.225.6.154,,,
144.225.8.47,,,
144.225.124.181,,,
144.225.130.48,,,
144.225.130.58,,,
144.225.130.77,,,
144.225.130.125,,,
144.225.130.144,,,
144.225.130.178,,,
144.225.130.185,,,
144.225.130.208,,,
144.225.187.240,,,
144.225.188.205,,,
144.225.246.243,,,
144.225.255.169,,,
145.63.130.229,,,
145.63.130.244,,,
145.63.132.94,,,
145.63.134.175,,,
145.63.136.194,,,
145.223.69.87,,,
145.239.78.20,,,
145.239.85.117,,,
145.239.88.255,,,
145.239.90.29,,,
145.239.91.9,,,
145.241.163.196,,,
145.241.230.227,,,
145.249.115.89,,,
146.0.73.251,,,
146.0.79.33,,,
146.19.207.133,,,
146.19.213.60,,,
146.19.248.203,,,
146.19.248.209,,,
146.19.248.210,,,
146.19.248.240,,,
146.56.115.180,,,
146.56.119.205,,,
146.56.135.196,,,
146.56.142.151,,,
146.56.151.92,,,
146.56.167.171,,,
146.56.180.103,,,
146.56.187.1,,,
146.56.188.74,,,
146.56.221.148,,,
146.56.235.170,,,
146.59.19.208,,,
146.59.34.209,,,
146.70.30.39,,,
146.70.30.54,,,
146.70.37.253,,,
146.70.71.157,,,
146.70.233.11,,,
146.70.233.25,,,
146.70.233.51,,,
146.103.40.34,,,
146.103.40.137,,,
146.103.40.253,,,
146.103.41.194,,,
146.103.96.48,,,
146.103.96.54,,,
146.103.96.164,,,
146.103.100.127,,,
146.103.103.122,,,
146.103.114.43,,,
146.103.115.143,,,
146.103.116.222,,,
146.103.120.167,,,
146.103.122.49,,,
146.103.127.73,,,
146.185.128.197,,,
146.185.129.17,,,
146.185.129.42,,,
146.185.129.48,,,
146.185.131.217,,,
146.185.132.26,,,
146.185.132.50,,,
146.185.132.220,,,
146.185.133.163,,,
146.185.134.118,,,
146.185.134.241,,,
146.185.135.213,,,
146.185.137.154,,,
146.185.137.209,,,
146.185.137.228,,,
146.185.137.232,,,
146.185.139.169,,,
146.185.139.202,,,
146.185.141.14,,,
146.185.141.92,,,
146.185.142.22,,,
146.185.142.231,,,
146.185.143.174,,,
146.185.145.75,,,
146.185.145.160,,,
146.185.146.150,,,
146.185.148.104,,,
146.185.148.149,,,
146.185.148.224,,,
146.185.149.99,,,
146.185.149.123,,,
146.185.151.23,,,
146.185.151.94,,,
146.185.152.164,,,
146.185.154.72,,,
146.185.154.80,,,
146.185.154.83,,,
146.185.155.54,,,
146.185.156.65,,,
146.185.156.206,,,
146.185.156.251,,,
146.185.157.119,,,
146.185.157.184,,,
146.185.159.108,,,
146.185.160.185,,,
146.185.161.54,,,
146.185.161.139,,,
146.185.161.163,,,
146.185.161.226,,,
146.185.162.149,,,
146.185.162.204,,,
146.185.163.27,,,
146.185.163.82,,,
146.185.163.112,,,
146.185.165.104,,,
146.185.165.123,,,
146.185.165.150,,,
146.185.165.226,,,
146.185.166.79,,,
146.185.166.99,,,
146.185.168.121,,,
146.185.168.165,,,
146.185.168.230,,,
146.185.170.10,,,
146.185.170.67,,,
146.185.171.33,,,
146.185.171.38,,,
146.185.171.211,,,
146.185.172.180,,,
146.185.172.227,,,
146.185.173.41,,,
146.185.173.66,,,
146.185.174.59,,,
146.185.174.173,,,
146.185.175.66,,,
146.185.175.124,,,
146.185.175.200,,,
146.185.175.236,,,
146.185.177.66,,,
146.185.177.149,,,
146.185.177.173,,,
146.185.177.206,,,
146.185.177.246,,,
146.185.178.18,,,
146.185.178.69,,,
146.185.178.106,,,
146.185.179.26,,,
146.185.179.81,,,
146.185.179.237,,,
146.185.179.246,,,
146.185.180.18,,,
146.185.180.44,,,
146.185.180.208,,,
146.185.180.209,,,
146.185.181.92,,,
146.185.182.65,,,
146.185.182.197,,,
146.185.182.215,,,
146.185.183.22,,,
146.185.191.224,,,
146.190.16.105,181.42,7.54,AMS
146.190.21.196,191.66,7.37,AMS
146.190.22.3,181.92,8.05,AMS
146.190.22.84,176.37,7.40,AMS
146.190.23.205,173.69,8.75,AMS
146.190.23.242,185.05,10.59,AMS
146.190.24.179,189.34,6.51,AMS
146.190.25.37,174.16,9.46,AMS
146.190.25.138,183.70,8.43,AMS
146.190.27.232,,,
146.190.30.27,176.75,5.92,AMS
146.190.30.107,173.28,7.62,AMS
146.190.31.69,193.77,7.65,AMS
146.190.48.43,65.64,53.41,SJC
146.190.56.83,50.99,0.93,SJC
146.190.71.183,111.04,22.81,EWR
146.190.72.26,,,
146.190.87.188,260.05,0.00,SIN
146.190.93.62,223.85,8.66,SIN
146.190.96.4,219.24,7.11,SIN
146.190.97.53,,,
146.190.100.44,220.53,5.84,SIN
146.190.102.51,,,
146.190.102.182,222.59,7.08,SIN
146.190.104.194,224.32,5.49,SIN
146.190.104.232,269.86,0.00,SIN
146.190.110.215,218.70,5.38,SIN
146.190.112.78,67.52,47.70,SJC
146.190.114.88,68.57,48.06,SJC
146.190.124.36,88.66,6.14,SJC
146.190.124.190,49.99,47.21,SJC
146.190.126.171,112.87,57.17,SJC
146.190.131.153,85.07,75.61,SJC
146.190.143.8,69.52,51.19,SJC
146.190.146.17,62.02,54.44,SJC
146.190.148.120,62.22,47.20,SJC
146.190.151.21,63.67,75.52,SJC
146.190.155.217,54.33,47.21,SJC
146.190.171.62,77.38,37.21,SJC
146.190.171.187,68.37,36.70,SJC
146.190.174.67,64.80,0.15,SJC
146.190.204.118,,,
146.190.211.83,120.66,19.91,EWR
146.190.227.95,175.95,9.44,AMS
146.190.231.158,169.09,15.24,AMS
146.190.233.213,170.88,7.11,AMS
146.190.234.20,181.92,7.46,AMS
146.190.236.144,175.64,9.78,AMS
146.190.236.243,175.91,6.45,AMS
146.190.241.224,125.95,12.52,YYZ
146.190.246.28,116.87,16.36,YYZ
146.190.249.144,118.76,13.64,YYZ
146.190.253.54,126.53,11.79,YYZ
146.190.255.153,127.70,12.17,YYZ
146.235.59.153,,,
146.235.202.197,,,
146.235.230.165,,,
146.235.232.79,,,
146.255.188.146,,,
147.45.40.117,,,
147.45.41.117,,,
147.45.41.142,,,
147.45.42.73,,,
147.45.43.183,,,
147.45.60.98,,,
147.45.69.68,,,
147.45.69.160,,,
147.45.70.112,,,
147.45.70.210,,,
147.45.71.56,,,
147.45.71.171,,,
147.45.71.205,,,
147.45.72.32,,,
147.45.72.191,,,
147.45.72.251,,,
147.45.73.177,,,
147.45.73.180,,,
147.45.73.197,,,
147.45.75.26,,,
147.45.75.179,,,
147.45.76.29,,,
147.45.76.61,,,
147.45.76.146,,,
147.45.76.226,,,
147.45.76.230,,,
147.45.77.57,,,
147.45.77.176,,,
147.45.79.231,,,
147.45.101.55,,,
147.45.103.56,,,
147.45.113.224,,,
147.45.114.52,,,
147.45.114.55,,,
147.45.114.117,,,
147.45.117.151,,,
147.45.124.211,,,
147.45.125.229,,,
147.45.125.231,,,
147.45.134.226,,,
147.45.135.174,,,
147.45.139.14,,,
147.45.139.101,,,
147.45.139.218,,,
147.45.147.212,,,
147.45.149.19,,,
147.45.149.238,,,
147.45.156.244,,,
147.45.165.193,,,
147.45.166.37,,,
147.45.167.249,,,
147.45.169.113,,,
147.45.170.131,,,
147.45.170.176,,,
147.45.172.186,,,
147.45.174.84,,,
147.45.174.95,,,
147.45.178.173,,,
147.45.184.140,,,
147.45.185.8,,,
147.45.196.83,,,
147.45.196.101,,,
147.45.196.128,,,
147.45.196.186,,,
147.45.196.234,,,
147.45.196.235,,,
147.45.196.240,,,
147.45.197.21,,,
147.45.198.205,,,
147.45.199.93,,,
147.45.199.254,,,
147.45.210.114,,,
147.45.210.221,,,
147.45.212.207,,,
147.45.213.57,,,
147.45.218.34,,,
147.45.218.91,,,
147.45.218.132,,,
147.45.218.147,,,
147.45.222.227,,,
147.45.225.134,,,
147.45.228.181,,,
147.45.229.97,,,
147.45.231.106,,,
147.45.232.165,,,
147.45.234.110,,,
147.45.241.89,,,
147.45.241.243,,,
147.45.242.187,,,
147.45.244.132,,,
147.45.244.217,,,
147.45.245.15,,,
147.45.248.207,,,
147.45.255.91,,,
147.75.230.33,,,
147.75.230.160,,,
147.75.230.207,,,
147.78.0.186,,,
147.79.20.144,,,
147.79.20.177,,,
147.79.20.197,,,
147.90.10.212,,,
147.90.11.46,,,
147.90.14.132,,,
147.90.26.3,,,
147.90.26.4,,,
147.90.26.6,,,
147.90.26.7,,,
147.90.26.8,,,
147.90.26.9,,,
147.90.26.10,,,
147.90.26.11,,,
147.90.26.12,,,
147.90.26.13,,,
147.90.26.14,,,
147.90.26.15,,,
147.90.26.16,,,
147.90.26.17,,,
147.90.26.18,,,
147.90.26.19,,,
147.90.26.20,,,
147.90.26.21,,,
147.90.26.22,,,
147.90.26.23,,,
147.90.26.25,,,
147.90.26.26,,,
147.90.26.27,,,
147.90.26.28,,,
147.90.26.29,,,
147.90.26.30,,,
147.90.26.31,,,
147.90.26.32,,,
147.90.26.33,,,
147.90.26.34,,,
147.90.26.35,,,
147.90.26.36,,,
147.90.26.37,,,
147.90.26.38,,,
147.90.26.39,,,
147.90.26.40,,,
147.90.26.41,,,
147.90.26.42,,,
147.90.26.43,,,
147.90.26.44,,,
147.90.26.45,,,
147.90.26.47,,,
147.90.26.48,,,
147.90.26.49,,,
147.90.26.50,,,
147.90.26.51,,,
147.90.26.52,,,
147.90.26.53,,,
147.90.26.54,,,
147.90.26.55,,,
147.90.26.57,,,
147.90.26.58,,,
147.90.26.59,,,
147.90.26.60,,,
147.90.26.61,,,
147.90.26.62,,,
147.90.26.63,,,
147.90.26.64,,,
147.90.26.65,,,
147.90.26.66,,,
147.90.26.67,,,
147.90.26.68,,,
147.90.26.69,,,
147.90.26.70,,,
147.90.26.71,,,
147.90.26.72,,,
147.90.26.73,,,
147.90.26.74,,,
147.90.26.75,,,
147.90.26.76,,,
147.90.26.77,,,
147.90.26.78,,,
147.90.26.79,,,
147.90.26.80,,,
147.90.26.81,,,
147.90.26.82,,,
147.90.26.83,,,
147.90.26.84,,,
147.90.26.85,,,
147.90.26.86,,,
147.90.26.87,,,
147.90.26.88,,,
147.90.26.89,,,
147.90.26.90,,,
147.90.26.91,,,
147.90.26.92,,,
147.90.26.93,,,
147.90.26.94,,,
147.90.44.12,,,
147.90.44.207,,,
147.90.44.249,,,
147.90.76.2,,,
147.90.89.2,,,
147.90.89.6,,,
147.90.89.7,,,
147.90.89.9,,,
147.90.89.14,,,
147.90.89.17,,,
147.90.89.18,,,
147.90.89.19,,,
147.90.89.23,,,
147.90.89.27,,,
147.90.89.29,,,
147.90.89.39,,,
147.90.89.42,,,
147.90.89.46,,,
147.90.89.47,,,
147.90.89.51,,,
147.90.89.54,,,
147.90.89.55,,,
147.90.89.68,,,
147.90.89.74,,,
147.90.89.76,,,
147.90.89.83,,,
147.90.89.88,,,
147.90.89.92,,,
147.90.89.96,,,
147.90.89.101,,,
147.90.89.104,,,
147.90.89.107,,,
147.90.89.108,,,
147.90.89.114,,,
147.90.89.119,,,
147.90.89.120,,,
147.90.89.130,,,
147.90.89.133,,,
147.90.89.135,,,
147.90.89.136,,,
147.90.89.146,,,
147.90.89.147,,,
147.90.89.149,,,
147.90.89.152,,,
147.90.89.154,,,
147.90.89.158,,,
147.90.89.165,,,
147.90.89.173,,,
147.90.89.174,,,
147.90.89.186,,,
147.90.89.188,,,
147.90.89.191,,,
147.90.89.198,,,
147.90.89.200,,,
147.90.89.201,,,
147.90.89.208,,,
147.90.89.210,,,
147.90.89.213,,,
147.90.89.215,,,
147.90.89.223,,,
147.90.89.226,,,
147.90.89.229,,,
147.90.89.233,,,
147.90.89.234,,,
147.90.89.239,,,
147.90.89.240,,,
147.90.89.241,,,
147.90.89.248,,,
147.90.113.64,,,
147.90.218.2,,,
147.90.229.4,,,
147.90.229.8,,,
147.90.229.15,,,
147.90.229.22,,,
147.90.229.26,,,
147.90.229.27,,,
147.90.229.30,,,
147.90.229.32,,,
147.90.229.33,,,
147.90.229.34,,,
147.90.229.40,,,
147.90.229.51,,,
147.90.229.56,,,
147.90.229.60,,,
147.90.229.62,,,
147.90.229.65,,,
147.90.229.73,,,
147.90.229.86,,,
147.90.229.87,,,
147.90.229.93,,,
147.90.229.94,,,
147.90.229.110,,,
147.90.229.112,,,
147.90.229.115,,,
147.90.229.116,,,
147.90.229.117,,,
147.90.229.120,,,
147.90.229.132,,,
147.90.229.138,,,
147.90.229.139,,,
147.90.229.140,,,
147.90.229.150,,,
147.90.229.158,,,
147.90.229.159,,,
147.90.229.162,,,
147.90.229.163,,,
147.90.229.164,,,
147.90.229.165,,,
147.90.229.166,,,
147.90.229.167,,,
147.90.229.168,,,
147.90.229.169,,,
147.90.229.172,,,
147.90.229.173,,,
147.90.229.175,,,
147.90.229.176,,,
147.90.229.177,,,
147.90.229.179,,,
147.90.229.180,,,
147.90.229.181,,,
147.90.229.182,,,
147.90.229.183,,,
147.90.229.184,,,
147.90.229.185,,,
147.90.229.186,,,
147.90.229.188,,,
147.90.229.189,,,
147.90.229.191,,,
147.90.229.193,,,
147.90.229.194,,,
147.90.229.195,,,
147.90.229.196,,,
147.90.229.199,,,
147.90.229.200,,,
147.90.229.202,,,
147.90.229.203,,,
147.90.229.204,,,
147.90.229.205,,,
147.90.229.206,,,
147.90.229.208,,,
147.90.229.209,,,
147.90.229.211,,,
147.90.229.212,,,
147.90.229.213,,,
147.90.229.214,,,
147.90.229.215,,,
147.90.229.216,,,
147.90.229.217,,,
147.90.229.218,,,
147.90.229.219,,,
147.90.229.220,,,
147.90.229.221,,,
147.90.229.222,,,
147.90.229.223,,,
147.90.229.224,,,
147.90.229.225,,,
147.90.229.226,,,
147.90.229.227,,,
147.90.229.228,,,
147.90.229.229,,,
147.90.229.230,,,
147.90.229.231,,,
147.90.229.232,,,
147.90.229.233,,,
147.90.229.234,,,
147.90.229.235,,,
147.90.229.236,,,
147.90.229.237,,,
147.90.229.238,,,
147.90.229.239,,,
147.90.229.240,,,
147.90.229.241,,,
147.90.229.242,,,
147.90.229.243,,,
147.90.229.244,,,
147.90.229.245,,,
147.90.229.246,,,
147.125.252.187,,,
147.139.189.225,,,
147.182.144.228,,,
147.182.156.112,,,
147.182.229.237,,,
147.182.239.72,,,
147.182.242.22,,,
147.224.59.149,,,
147.224.244.150,,,
148.113.209.22,,,
148.116.110.12,,,
148.135.37.149,,,
148.135.55.106,,,
148.135.71.51,,,
148.135.86.154,,,
148.135.97.57,,,
148.135.183.33,,,
148.135.207.4,,,
148.135.207.52,,,
148.222.184.178,,,
148.222.187.160,,,
148.227.170.105,,,
148.227.170.234,,,
148.227.170.251,,,
148.251.4.190,,,
148.251.148.186,,,
148.253.208.57,,,
148.253.209.52,,,
148.253.211.49,,,
148.253.211.51,,,
148.253.212.42,,,
148.253.212.172,,,
148.253.212.215,,,
148.253.212.218,,,
148.253.213.146,,,
148.253.214.60,,,
148.253.214.189,,,
149.5.4.122,,,
149.7.2.79,,,
149.7.2.142,,,
149.28.18.65,,,
149.28.19.44,,,
149.28.21.106,137.09,0.00,NRT
149.28.21.186,,,
149.28.25.203,,,
149.28.26.9,,,
149.28.26.137,,,
149.28.56.202,,,
149.28.62.21,,,
149.28.71.115,,,
149.28.76.221,,,
149.28.79.109,,,
149.28.89.69,,,
149.28.91.66,,,
149.28.92.56,,,
149.28.110.235,,,
149.28.135.30,,,
149.28.140.125,,,
149.28.150.141,,,
149.28.150.210,,,
149.28.152.204,,,
149.28.153.207,273.47,0.00,SIN
149.28.154.5,,,
149.28.159.87,395.90,0.00,SIN
149.28.159.88,268.29,0.00,SIN
149.28.159.222,325.75,0.00,SIN
149.28.171.207,,,
149.28.227.79,,,
149.28.253.156,,,
149.33.1.252,,,
149.33.35.197,,,
149.33.36.94,,,
149.56.109.62,,,
149.56.205.55,,,
149.62.44.239,,,
149.102.157.131,,,
149.104.5.247,,,
149.104.6.15,,,
149.104.6.78,,,
149.104.6.130,,,
149.104.24.57,,,
149.104.24.132,,,
149.104.24.156,,,
149.104.25.194,,,
149.104.27.213,,,
149.104.29.237,,,
149.104.30.51,,,
149.104.31.208,,,
149.104.106.219,,,
149.118.48.187,,,
149.118.55.215,,,
149.118.144.163,,,
149.154.157.213,,,
149.210.173.31,,,
149.210.243.176,,,
149.248.0.87,,,
149.248.5.85,,,
149.248.5.223,,,
149.248.6.121,,,
149.248.7.25,,,
149.248.10.46,,,
149.248.16.157,,,
149.248.16.218,,,
149.248.18.11,,,
149.248.19.213,,,
149.248.20.226,,,
149.248.21.0,,,
149.248.32.207,,,
149.248.36.183,,,
149.248.39.148,,,
149.248.39.216,,,
149.248.44.41,,,
149.248.47.165,,,
149.248.199.173,,,
150.109.11.223,243.43,0.00,SIN
150.136.102.152,,,
150.136.105.229,,,
150.136.127.22,,,
150.136.139.228,,,
150.136.169.72,,,
150.136.236.251,,,
150.230.2.165,,,
150.230.5.126,,,
150.230.38.45,,,
150.230.40.142,,,
150.230.41.112,,,
150.230.63.93,,,
150.230.97.14,,,
150.230.105.26,,,
150.230.109.81,,,
150.230.155.135,,,
150.230.204.234,,,
150.230.206.130,,,
150.230.210.236,,,
150.230.212.247,141.20,0.00,NRT
150.230.221.238,,,
150.241.64.138,,,
150.241.64.156,,,
150.241.66.68,,,
150.241.66.93,,,
150.241.66.199,,,
150.241.73.47,,,
150.241.74.200,,,
150.241.74.241,,,
150.241.75.194,,,
150.241.77.235,,,
150.241.78.169,,,
150.241.79.24,,,
150.241.80.42,,,
150.241.80.129,,,
150.241.82.140,,,
150.241.86.28,,,
150.241.86.68,,,
150.241.86.74,,,
150.241.88.11,,,
150.241.88.13,,,
150.241.88.14,,,
150.241.88.243,,,
150.241.89.233,,,
150.241.90.229,,,
150.241.90.247,,,
150.241.91.39,,,
150.241.91.234,,,
150.241.95.16,,,
150.241.95.157,,,
150.241.100.46,,,
150.241.101.102,,,
150.241.101.185,,,
150.241.101.188,,,
150.241.103.15,,,
150.241.103.255,,,
150.241.105.10,,,
150.241.105.17,,,
150.241.105.29,,,
150.241.105.51,,,
150.241.105.163,,,
150.241.105.185,,,
150.241.108.1,,,
150.241.108.6,,,
150.241.108.48,,,
150.241.108.49,,,
150.241.113.2,,,
150.241.115.111,,,
150.241.122.110,,,
150.241.123.99,,,
150.251.112.236,,,
150.251.113.76,,,
150.251.141.56,,,
150.251.141.71,,,
150.251.141.104,,,
150.251.146.41,,,
150.251.153.141,,,
150.251.153.163,,,
150.251.155.213,,,
150.251.158.69,,,
151.115.61.151,,,
151.145.33.145,,,
151.145.74.6,,,
151.145.78.30,146.12,0.00,NRT
151.158.1.131,,,
151.158.1.213,,,
151.236.8.98,,,
151.236.8.190,,,
151.241.14.245,,,
151.241.88.6,,,
151.241.88.101,,,
151.241.129.79,,,
151.241.129.194,,,
151.241.215.143,,,
151.241.229.145,,,
151.241.234.84,,,
151.242.2.224,,,
151.242.43.44,,,
151.242.43.65,,,
151.242.43.102,,,
151.242.69.183,,,
151.242.69.221,,,
151.242.69.234,,,
151.242.120.4,,,
151.242.120.8,,,
151.242.125.29,,,
151.242.125.102,,,
151.242.125.197,,,
151.242.147.95,,,
151.242.159.68,,,
151.242.159.82,,,
151.242.159.84,,,
151.242.159.86,,,
151.242.164.205,,,
151.242.188.152,,,
151.242.188.209,,,
151.242.188.249,,,
151.242.189.40,,,
151.242.189.48,,,
151.242.189.137,,,
151.242.189.162,,,
151.242.189.184,,,
151.243.145.139,,,
151.243.176.192,,,
151.243.177.204,,,
151.243.181.99,,,
151.243.190.222,,,
151.243.196.148,,,
151.243.208.197,,,
151.243.213.108,,,
151.243.213.200,,,
151.243.217.243,,,
151.243.224.120,,,
151.243.229.150,,,
151.244.97.2,,,
151.244.132.39,,,
151.244.139.2,,,
151.244.201.2,,,
151.244.228.47,,,
151.245.90.96,,,
151.245.90.160,,,
151.245.92.236,,,
151.245.112.24,,,
151.245.112.31,,,
151.245.112.193,,,
151.245.139.125,,,
151.245.140.134,,,
151.245.140.204,,,
151.245.140.223,,,
151.245.160.2,,,
151.245.216.91,,,
151.245.217.9,,,
151.246.240.2,,,
151.246.240.4,,,
151.246.240.8,,,
151.246.240.100,,,
151.247.25.122,,,
151.247.115.2,,,
151.247.196.24,,,
151.247.197.206,,,
151.247.208.25,,,
151.247.208.128,,,
151.247.209.11,,,
151.247.209.138,,,
152.42.128.83,,,
152.42.128.92,,,
152.42.129.91,,,
152.42.130.189,,,
152.42.132.8,,,
152.42.133.38,,,
152.42.137.49,,,
152.42.138.46,,,
152.42.138.167,,,
152.42.140.20,,,
152.42.143.47,,,
152.42.143.112,,,
152.42.146.174,,,
152.42.161.156,,,
152.42.163.208,,,
152.42.169.132,,,
152.42.173.234,,,
152.42.174.66,,,
152.42.174.94,,,
152.42.175.157,,,
152.42.187.83,,,
152.42.187.204,,,
152.42.194.191,249.50,0.00,SIN
152.42.196.47,243.44,0.00,SIN
152.42.198.52,,,
152.42.198.190,,,
152.42.199.134,232.55,0.00,SIN
152.42.200.217,,,
152.42.212.65,,,
152.42.229.215,,,
152.42.231.213,,,
152.42.232.41,,,
152.42.232.186,282.29,0.00,SIN
152.42.233.124,,,
152.42.235.119,248.15,0.00,SIN
152.42.237.192,,,
152.42.246.148,224.45,0.00,SIN
152.42.246.230,214.77,0.00,SIN
152.42.246.237,230.45,0.00,SIN
152.42.247.235,264.86,0.00,SIN
152.42.254.219,,,
152.53.2.213,,,
152.53.3.38,,,
152.53.3.249,,,
152.53.19.28,,,
152.53.20.86,,,
152.53.31.198,,,
152.53.31.199,,,
152.53.31.200,,,
152.53.31.206,,,
152.53.31.224,,,
152.53.31.238,,,
152.53.36.212,,,
152.53.37.125,,,
152.53.37.236,,,
152.53.38.74,,,
152.53.38.128,,,
152.53.38.148,,,
152.53.38.197,,,
152.53.54.244,,,
152.53.60.131,,,
152.53.67.83,,,
152.53.67.190,,,
152.53.80.135,,,
152.53.81.176,,,
152.53.83.184,,,
152.53.83.188,,,
152.53.91.144,,,
152.53.91.166,,,
152.53.91.198,,,
152.53.102.19,,,
152.53.104.63,,,
152.53.104.211,,,
152.53.104.215,,,
152.53.105.151,,,
152.53.106.134,,,
152.53.110.2,,,
152.53.110.45,,,
152.53.111.168,,,
152.53.111.169,,,
152.53.111.219,,,
152.53.112.170,,,
152.53.128.76,,,
152.53.128.137,,,
152.53.130.30,,,
152.53.132.255,,,
152.53.134.11,,,
152.53.137.18,,,
152.53.140.27,,,
152.53.141.20,,,
152.53.145.89,,,
152.53.145.127,,,
152.53.150.233,,,
152.53.153.158,,,
152.53.154.8,,,
152.53.156.23,,,
152.53.156.63,,,
152.53.157.243,,,
152.53.158.61,,,
152.53.160.176,,,
152.53.168.101,,,
152.53.171.252,,,
152.53.183.14,,,
152.53.183.52,,,
152.53.184.30,,,
152.53.187.214,,,
152.53.194.202,,,
152.53.209.65,,,
152.53.211.127,,,
152.53.226.37,,,
152.53.226.78,,,
152.53.228.61,,,
152.53.229.84,,,
152.53.236.205,,,
152.53.243.211,,,
152.53.247.253,,,
152.53.250.9,,,
152.53.250.138,,,
152.53.250.193,,,
152.53.251.27,,,
152.53.255.10,,,
152.67.41.217,,,
152.67.64.55,,,
152.67.70.113,,,
152.67.85.239,,,
152.67.104.23,,,
152.67.126.254,,,
152.67.198.36,,,
152.67.208.47,,,
152.67.210.234,167.70,0.00,ICN
152.67.214.155,,,
152.67.224.161,,,
152.67.233.61,,,
152.69.169.24,,,
152.69.199.75,,,
152.69.200.164,,,
152.69.200.216,,,
152.69.213.60,,,
152.69.229.110,,,
152.70.55.165,,,
152.70.86.199,,,
152.70.88.124,,,
152.70.104.197,,,
